Record ID,Business Domain,Source System,Table Name,Field Name,Data Owner,Data Steward,Data Classification,Critical Data Element,Completeness Percent,Accuracy Percent,Consistency Flag,Duplicate Flag,GDPR Relevant,Regulation Type,Retention Policy Years,Masking Required,Access Level,Compliance Status,Audit Rating,Country,Country Latitude,Country Longitude,Audit Date,Data Quality Score,Governance Maturity Score,Compliance Risk Score,Audit Findings Count,Open Issues Count,Days Since Last Audit,Business Impact Score,Estimated Fine EUR,Remediation Cost EUR,Maturity Band,Low Governance Maturity Flag,Low Data Quality Flag,Governance-Quality Quadrant,Quality Band,Compliance Risk Band,High_or_Critical_Risk,Impact band,Estimated Fine Log,Fine Band,High Compliance Risk Flag,High Business Impact Flag,High Fine Flag,CRITICAL PRIORITY ASSET,Remediation Cost Band,Fine_to_Remediation_Ratio,ROI Band,Audit Month,Audit Freshness Band,Findings Severity Band,Open Issues Severity Band
54,Finance,ERP,Invoices,Invoice_Date,Finance Director,FP&A Analytics,Internal,No,100.0,97.7,Yes,No,No,Internal Policy,3,No,Admin,At Risk,C,Germany,52.52,13.405,2024-10-13,99.0,4,50.5,3,1,449,7,167264,10036,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,12.027334660067572,Medium (€100k–€500k),False,True,False,False,Medium Cost (€10k–€50k),16.666400956556398,High ROI (10–50x),2024-10,Stale,Minor Issues,Low
55,Finance,Data_Warehouse,GL_Entries,Entry_ID,Head of Finance Ops,Data Gov Team,Internal,No,94.2,96.4,Yes,No,No,Internal Policy,3,No,Read,At Risk,B,Netherlands,52.3676,4.9041,2024-03-24,95.8,4,21.9,2,1,652,3,32293,1938,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,10.382636733441567,Low (<€100k),False,False,False,False,Low Cost (<€10k),16.663054695562437,High ROI (10–50x),2024-03,Critical,Minor Issues,Low
56,Operations,Procurement,Shipments,Shipment_ID,Head of Operations,Ops BI,Internal,No,89.5,94.0,Yes,No,No,Internal Policy,2,No,Read,At Risk,C,Spain,40.4168,-3.7038,2024-10-29,92.6,3,30.3,2,2,433,5,204313,16345,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,12.227413305134323,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),12.500030590394616,High ROI (10–50x),2024-10,Stale,Minor Issues,Low
57,Sales,Data_Warehouse,POS_Transactions,Card_Last4,Regional Sales Lead,Data Gov Team,Sensitive,No,97.2,100.0,Yes,No,Yes,GDPR,7,Yes,Read,Non-Compliant,D,Portugal,38.7223,-9.1393,2025-11-14,98.7,5,55.2,7,4,52,5,748805,89857,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,13.52623521693393,High (€500k–€1M),False,False,True,False,High Cost (€50k–€150k),8.333296237354908,Moderate ROI (3–10x),2025-11,Fresh,Severe Issues,Medium
58,Sales,CRM,Orders,Discount_EUR,Head of Revenue Ops,Sales Analytics,Confidential,No,97.4,86.7,Yes,No,Yes,GDPR,7,Yes,Write,Non-Compliant,D,Spain,40.4168,-3.7038,2024-10-06,92.9,4,68.2,5,5,456,5,718583,100602,High Maturity,False,False,Healthy,High Quality,High Risk,True,Medium Impact,13.485037887897393,High (€500k–€1M),False,False,True,False,High Cost (€50k–€150k),7.142830162422218,Moderate ROI (3–10x),2024-10,Stale,Moderate Issues,Medium
59,Operations,WMS,Inventory,Stock_On_Hand,Head of Operations,Data Gov Team,Internal,No,92.6,97.3,Yes,No,No,Internal Policy,2,No,Read,At Risk,B,Italy,41.9028,12.4964,2024-02-28,95.5,2,28.0,2,1,677,3,175123,10507,Low Maturity,True,False,Fragile (High Quality + Low Maturity),High Quality,Low Risk,False,Low Impact,12.07324957341601,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),16.66726943942134,High ROI (10–50x),2024-02,Critical,Minor Issues,Low
60,HR,Data_Warehouse,Employees,Employee_ID,People Ops Lead,People Ops,Internal,No,97.6,100.0,Yes,No,No,Internal Policy,5,No,Write,Compliant,B,Portugal,38.7223,-9.1393,2024-01-01,98.9,4,28.5,1,1,735,2,0,417,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,0.0,Low (<€100k),False,False,False,False,Low Cost (<€10k),0.0,Low ROI (<3x),2024-01,Critical,Clean,Low
61,Finance,Data_Warehouse,Payments,Fraud_Score,Controller,FP&A Analytics,Confidential,Yes,100.0,100.0,Yes,No,Yes,GDPR,3,Yes,Write,Non-Compliant,D,Sweden,59.3293,18.0686,2024-12-07,100.0,4,67.0,7,6,394,6,816837,130694,High Maturity,False,False,Healthy,High Quality,High Risk,True,Medium Impact,13.613196067767081,High (€500k–€1M),False,False,True,False,High Cost (€50k–€150k),6.249996174269668,Moderate ROI (3–10x),2024-12,Stale,Severe Issues,High
62,IT,Data_Warehouse,AI_Models,Inference_Endpoint,CISO,Data Gov Team,Confidential,No,94.0,90.9,Yes,No,No,NIS2,3,No,Read,At Risk,C,Ireland,53.3498,-6.2603,2024-11-05,93.2,5,40.1,5,2,426,4,147844,11828,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,11.903919706649937,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),12.499492729117348,High ROI (10–50x),2024-11,Stale,Moderate Issues,Low
63,Finance,Billing,Payments,Customer_ID,Finance Director,FP&A Analytics,Public,No,100.0,98.1,Yes,No,No,Internal Policy,7,No,Write,Compliant,B,France,48.8566,2.3522,2025-01-20,99.1,4,23.4,2,1,350,3,0,369,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,0.0,Low (<€100k),False,False,False,False,Low Cost (<€10k),0.0,Low ROI (<3x),2025-01,Aging,Minor Issues,Low
64,Sales,Support,Leads,Phone,Sales Director,Sales Analytics,Sensitive,Yes,100.0,91.0,Yes,No,Yes,GDPR,3,Yes,Write,Non-Compliant,E,United Kingdom,51.5074,-0.1278,2025-02-16,96.0,3,92.8,11,10,323,9,1306985,313676,High Maturity,False,False,Healthy,High Quality,Critical Risk,True,High Impact,14.083234280995814,Very High (€1M+),True,True,True,True,Very High Cost (>€150k),4.166671980004846,Moderate ROI (3–10x),2025-02,Aging,Severe Issues,Critical
65,IT,Security_SIEM,Access_Logs,Result,CISO,Security Ops,Confidential,No,93.4,94.1,Yes,No,No,NIS2,3,No,Read,At Risk,C,Italy,41.9028,12.4964,2024-03-24,94.4,3,41.5,5,2,652,2,214185,17135,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Low Impact,12.274600075382638,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),12.49985409979574,High ROI (10–50x),2024-03,Critical,Moderate Issues,Low
66,IT,Monitoring,AI_Models,Training_Data_Source,CISO,Data Gov Team,Sensitive,Yes,86.6,88.0,No,No,Yes,GDPR,10,Yes,Admin,Non-Compliant,E,France,48.8566,2.3522,2024-06-20,85.5,5,100.0,8,7,564,10,1340294,241253,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,Critical Risk,True,High Impact,14.108400296951535,Very High (€1M+),True,True,True,True,Very High Cost (>€150k),5.555553713321699,Moderate ROI (3–10x),2024-06,Critical,Severe Issues,High
67,HR,Data_Warehouse,Recruitment,Interview_Score,HR Director,Data Gov Team,Internal,No,99.3,99.1,Yes,Yes,No,Internal Policy,2,No,Read,At Risk,C,Spain,40.4168,-3.7038,2025-05-03,99.3,4,40.7,3,3,247,7,38120,3812,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,10.548520590372645,Low (<€100k),False,True,False,False,Low Cost (<€10k),10.0,High ROI (10–50x),2025-05,Aging,Minor Issues,Medium
68,Marketing,Data_Warehouse,Campaigns,UTM_Medium,Digital Lead,Marketing Analytics,Internal,No,94.2,86.1,Yes,No,No,Internal Policy,3,No,Read,At Risk,B,Belgium,50.8503,4.3517,2024-01-27,91.1,3,27.0,2,2,709,3,78664,6293,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,11.272953608674523,Low (<€100k),False,False,False,False,Low Cost (<€10k),12.500238360082632,High ROI (10–50x),2024-01,Critical,Minor Issues,Low
69,Marketing,Email_Platform,Customer_Master,Last_Engagement_Date,Digital Lead,Marketing Analytics,Internal,Yes,86.0,88.6,No,No,No,Internal Policy,5,No,Read,At Risk,C,Netherlands,52.3676,4.9041,2024-04-29,85.6,2,50.5,2,1,616,7,138779,8327,Low Maturity,True,True,Critical (Low Quality + Low Maturity),Low Quality,Medium Risk,False,Medium Impact,11.84064522445354,Medium (€100k–€500k),False,True,False,False,Low Cost (<€10k),16.666146271166085,High ROI (10–50x),2024-04,Critical,Minor Issues,Low
70,Sales,Support,Leads,Email,Regional Sales Lead,Revenue Ops,Sensitive,Yes,95.3,94.7,Yes,No,Yes,GDPR,5,Yes,Read,Non-Compliant,D,Ireland,53.3498,-6.2603,2025-10-25,95.5,3,71.6,8,6,72,9,658227,105316,High Maturity,False,False,Healthy,High Quality,High Risk,True,High Impact,13.397306654847885,High (€500k–€1M),False,True,True,False,High Cost (€50k–€150k),6.250018990466786,Moderate ROI (3–10x),2025-10,Fresh,Severe Issues,High
71,HR,HR_System,Payroll,Country,People Ops Lead,People Ops,Internal,No,88.8,95.1,No,No,No,Internal Policy,1,No,Write,At Risk,C,Denmark,55.6761,12.5683,2024-08-31,89.8,3,51.6,2,0,492,5,202266,8091,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,Medium Risk,False,Medium Impact,12.217343885776499,Medium (€100k–€500k),False,False,False,False,Low Cost (<€10k),24.99888765294772,High ROI (10–50x),2024-08,Stale,Minor Issues,Resolved
72,IT,Security_SIEM,Security_Incidents,Detected_Date,Head of Data Platform,Platform Engineering,Internal,No,92.8,91.0,Yes,No,No,Internal Policy,3,No,Admin,At Risk,C,Ireland,53.3498,-6.2603,2025-05-09,92.7,3,49.3,5,4,241,5,81552,9786,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,11.309008394619614,Low (<€100k),False,False,False,False,Low Cost (<€10k),8.333537706928265,Moderate ROI (3–10x),2025-05,Aging,Moderate Issues,Medium
73,Finance,ERP,Payments,Chargeback_Flag,Controller,FP&A Analytics,Internal,No,95.3,100.0,Yes,No,No,SOX,10,No,Admin,At Risk,C,Germany,52.52,13.405,2025-03-27,97.9,5,49.2,3,3,284,8,132840,13284,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,High Impact,11.796908203315406,Medium (€100k–€500k),False,True,False,False,Medium Cost (€10k–€50k),10.0,High ROI (10–50x),2025-03,Aging,Minor Issues,Medium
74,Operations,Data_Warehouse,Inventory,Supplier_ID,Head of Operations,Process Excellence,Internal,No,100.0,98.8,Yes,No,No,Internal Policy,2,No,Read,Compliant,B,Italy,41.9028,12.4964,2025-02-05,99.4,3,27.3,1,1,334,5,0,737,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,0.0,Low (<€100k),False,False,False,False,Low Cost (<€10k),0.0,Low ROI (<3x),2025-02,Aging,Clean,Low
75,Marketing,Web_Analytics,Sessions,IP_Address,Head of Growth,Data Gov Team,Sensitive,Yes,100.0,94.5,No,No,Yes,GDPR,7,Yes,Read,Non-Compliant,E,France,48.8566,2.3522,2025-05-03,94.5,2,91.8,8,6,247,8,1243331,198933,Low Maturity,True,False,Fragile (High Quality + Low Maturity),High Quality,Critical Risk,True,High Impact,14.033305430565255,Very High (€1M+),True,True,True,True,Very High Cost (>€150k),6.249998743295482,Moderate ROI (3–10x),2025-05,Aging,Severe Issues,High
76,Operations,Logistics,Support_Tickets,Customer_ID,Supply Chain Lead,Ops BI,Public,No,87.6,92.8,Yes,No,No,Internal Policy,5,No,Write,At Risk,B,Ireland,53.3498,-6.2603,2025-10-06,91.2,2,18.5,2,0,91,1,121901,4876,Low Maturity,True,False,Fragile (High Quality + Low Maturity),High Quality,Low Risk,False,Low Impact,11.710972722225666,Medium (€100k–€500k),False,False,False,False,Low Cost (<€10k),25.000205086136177,High ROI (10–50x),2025-10,Fresh,Minor Issues,Resolved
77,IT,Data_Warehouse,AI_Models,Bias_Test_Score,CIO,Data Gov Team,Sensitive,Yes,92.2,88.6,Yes,No,Yes,GDPR,2,Yes,Write,Non-Compliant,D,Ireland,53.3498,-6.2603,2025-12-05,91.4,5,73.4,8,6,31,8,820356,131257,High Maturity,False,False,Healthy,High Quality,High Risk,True,High Impact,13.61749489034988,High (€500k–€1M),False,True,True,False,High Cost (€50k–€150k),6.249998095339677,Moderate ROI (3–10x),2025-12,Fresh,Severe Issues,High
78,HR,Learning_LMS,Payroll,Net_Pay_EUR,People Ops Lead,HR Analytics,Sensitive,Yes,82.5,91.0,No,Yes,Yes,GDPR,2,Yes,Write,Non-Compliant,E,Belgium,50.8503,4.3517,2025-02-22,85.1,2,100.0,15,10,317,9,1276991,306478,Low Maturity,True,True,Critical (Low Quality + Low Maturity),Low Quality,Critical Risk,True,High Impact,14.060017870312203,Very High (€1M+),True,True,True,True,Very High Cost (>€150k),4.1666644914153705,Moderate ROI (3–10x),2025-02,Aging,Severe Issues,Critical
79,HR,Data_Warehouse,Employees,Email,HR Manager,Data Gov Team,Sensitive,Yes,100.0,93.2,Yes,No,Yes,GDPR,7,Yes,Write,Non-Compliant,E,Spain,40.4168,-3.7038,2024-11-23,96.9,5,82.4,12,9,408,7,913270,200919,High Maturity,False,False,Healthy,High Quality,High Risk,True,Medium Impact,13.724787939191948,High (€500k–€1M),True,True,True,True,Very High Cost (>€150k),4.545463594781977,Moderate ROI (3–10x),2024-11,Stale,Severe Issues,High
80,Marketing,CRM,Campaigns,End_Date,Head of Growth,CRM Ops,Public,No,89.1,100.0,Yes,No,No,Internal Policy,5,No,Read,At Risk,A,United Kingdom,51.5074,-0.1278,2025-08-02,95.1,3,11.0,0,0,156,3,168668,6747,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,12.035693493497899,Medium (€100k–€500k),False,False,False,False,Low Cost (<€10k),24.998962501852674,High ROI (10–50x),2025-08,Fresh,Clean,Resolved
81,IT,Security_SIEM,Security_Incidents,Severity,CIO,Platform Engineering,Confidential,No,87.0,90.1,Yes,No,No,NIS2,3,No,Admin,Non-Compliant,D,Italy,41.9028,12.4964,2025-06-28,89.7,4,61.2,5,5,191,4,816121,114257,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,Medium Risk,False,Medium Impact,13.612319132574688,High (€500k–€1M),False,False,True,False,High Cost (€50k–€150k),7.142853391914718,Moderate ROI (3–10x),2025-06,Aging,Moderate Issues,Medium
82,IT,IAM,Access_Logs,Log_ID,CISO,Security Ops,Internal,No,100.0,100.0,Yes,No,No,Internal Policy,3,No,Read,Compliant,B,Poland,52.2297,21.0122,2024-04-18,100.0,5,23.0,2,0,627,6,0,2579,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,0.0,Low (<€100k),False,False,False,False,Low Cost (<€10k),0.0,Low ROI (<3x),2024-04,Critical,Minor Issues,Resolved
83,Sales,Data_Warehouse,Orders,Customer_ID,Sales Director,Revenue Ops,Internal,No,100.0,100.0,Yes,No,No,Internal Policy,5,No,Write,At Risk,C,Belgium,50.8503,4.3517,2024-04-27,100.0,5,31.0,4,3,618,5,113310,11331,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,11.637891529682063,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),10.0,High ROI (10–50x),2024-04,Critical,Moderate Issues,Medium
84,Operations,Procurement,Inventory,Unit_Cost_EUR,Head of Operations,Process Excellence,Confidential,No,100.0,100.0,Yes,No,Yes,GDPR,2,Yes,Read,At Risk,C,United Kingdom,51.5074,-0.1278,2024-07-23,100.0,4,53.0,3,0,531,4,110518,4421,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,11.612942730860334,Medium (€100k–€500k),False,False,False,False,Low Cost (<€10k),24.998416647817237,High ROI (10–50x),2024-07,Stale,Minor Issues,Resolved
85,HR,Learning_LMS,Payroll,Pay_Period,People Ops Lead,HR Analytics,Internal,No,89.8,85.7,No,No,No,Internal Policy,7,No,Write,At Risk,C,Sweden,59.3293,18.0686,2025-02-22,86.0,3,53.3,5,2,317,5,225258,18021,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,Medium Risk,False,Medium Impact,12.325006130277265,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),12.499750291326786,High ROI (10–50x),2025-02,Aging,Moderate Issues,Low
86,HR,Learning_LMS,Recruitment,Phone,HR Director,HR Analytics,Confidential,No,91.1,98.6,Yes,No,Yes,GDPR,3,Yes,Read,Non-Compliant,D,United Kingdom,51.5074,-0.1278,2024-08-19,95.4,3,58.1,5,4,504,4,905135,108616,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,13.715840487634814,High (€500k–€1M),False,False,True,False,High Cost (€50k–€150k),8.333348677911173,Moderate ROI (3–10x),2024-08,Stale,Moderate Issues,Medium
87,Operations,WMS,Support_Tickets,Agent_ID,Ops Director,Process Excellence,Internal,No,100.0,93.4,Yes,No,No,Internal Policy,7,No,Admin,At Risk,B,Poland,52.2297,21.0122,2025-12-08,97.0,3,28.7,1,0,28,1,211767,8471,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,12.263246614804691,Medium (€100k–€500k),False,False,False,False,Low Cost (<€10k),24.99905560146382,High ROI (10–50x),2025-12,Fresh,Clean,Resolved
88,Sales,Data_Warehouse,Leads,Lead_ID,Regional Sales Lead,Revenue Ops,Internal,No,96.1,97.4,Yes,No,No,Internal Policy,7,No,Read,Compliant,A,Ireland,53.3498,-6.2603,2025-09-17,97.1,3,12.8,1,0,110,2,0,807,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,0.0,Low (<€100k),False,False,False,False,Low Cost (<€10k),0.0,Low ROI (<3x),2025-09,Fresh,Clean,Resolved
89,IT,AI_Platform,AI_Models,Model_Name,CIO,Platform Engineering,Internal,No,100.0,91.4,Yes,No,No,Internal Policy,7,No,Write,At Risk,C,Spain,40.4168,-3.7038,2024-11-19,96.1,4,35.7,5,3,412,5,201598,20160,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,12.214035854849588,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),9.999900793650793,Moderate ROI (3–10x),2024-11,Stale,Moderate Issues,Medium
90,Finance,Finance_System,Payments,Chargeback_Flag,Finance Director,Finance Ops,Confidential,Yes,99.7,100.0,Yes,No,Yes,GDPR,3,Yes,Read,Non-Compliant,D,Germany,52.52,13.405,2024-01-12,99.9,4,57.1,5,3,724,6,663318,66332,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,13.405011299758907,High (€500k–€1M),False,False,True,False,High Cost (€50k–€150k),9.999969848640173,Moderate ROI (3–10x),2024-01,Critical,Moderate Issues,Medium
91,Operations,Data_Warehouse,Shipments,Delivery_Status,Head of Operations,Process Excellence,Internal,Yes,92.0,88.7,Yes,No,No,Internal Policy,3,No,Read,At Risk,B,Netherlands,52.3676,4.9041,2024-02-26,91.3,4,21.9,1,0,679,2,203480,8139,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,12.223327913412536,Medium (€100k–€500k),False,False,False,False,Low Cost (<€10k),25.000614326084285,High ROI (10–50x),2024-02,Critical,Clean,Resolved
92,Finance,Billing,Payments,Payment_Method,Finance Director,Finance Ops,Internal,No,90.2,92.9,No,Yes,No,Internal Policy,5,No,Write,Non-Compliant,C,Portugal,38.7223,-9.1393,2025-07-30,89.4,4,54.7,5,5,159,4,841251,117775,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,Medium Risk,False,Medium Impact,13.64264653735281,High (€500k–€1M),False,False,True,False,High Cost (€50k–€150k),7.142865633623434,Moderate ROI (3–10x),2025-07,Fresh,Moderate Issues,Medium
93,Sales,Data_Warehouse,POS_Transactions,Txn_Amount_EUR,Sales Director,Revenue Ops,Confidential,No,98.0,84.9,Yes,No,No,Internal Policy,7,No,Read,Non-Compliant,C,France,48.8566,2.3522,2025-01-05,92.3,4,42.5,5,5,365,6,833737,116723,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,13.633674483304794,High (€500k–€1M),False,False,True,False,High Cost (€50k–€150k),7.142868157946592,Moderate ROI (3–10x),2025-01,Aging,Moderate Issues,Medium
94,Marketing,Email_Platform,Customer_Master,Last_Engagement_Date,Digital Lead,Marketing Analytics,Internal,No,98.2,91.9,Yes,Yes,No,Internal Policy,1,No,Admin,Non-Compliant,D,Germany,52.52,13.405,2025-02-17,95.5,3,64.0,8,7,322,4,1001302,180234,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,13.81681270979647,Very High (€1M+),False,False,True,False,Very High Cost (>€150k),5.555566652240976,Moderate ROI (3–10x),2025-02,Aging,Severe Issues,High
95,HR,HR_System,Payroll,Country,HR Director,HR Analytics,Confidential,No,95.7,91.7,Yes,No,Yes,GDPR,7,Yes,Read,Non-Compliant,D,Italy,41.9028,12.4964,2025-04-29,94.3,3,60.1,6,4,251,6,464736,55768,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,13.049226933164494,Medium (€100k–€500k),False,False,False,False,High Cost (€50k–€150k),8.333381150480562,Moderate ROI (3–10x),2025-04,Aging,Moderate Issues,Medium
96,Sales,Data_Warehouse,POS_Transactions,Txn_Amount_EUR,Head of Revenue Ops,Sales Analytics,Confidential,No,90.2,83.5,Yes,No,No,Internal Policy,3,No,Read,At Risk,C,Italy,41.9028,12.4964,2024-10-15,88.2,4,42.3,3,3,447,5,156901,15690,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,Medium Risk,False,Medium Impact,11.963376685612475,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),10.00006373486297,High ROI (10–50x),2024-10,Stale,Minor Issues,Medium
97,Marketing,Web_Analytics,Campaigns,Budget_EUR,Digital Lead,Marketing Analytics,Confidential,No,95.8,88.0,No,No,Yes,GDPR,3,Yes,Read,Non-Compliant,D,Belgium,50.8503,4.3517,2024-03-17,89.7,1,74.6,8,6,659,3,1107077,177132,Low Maturity,True,True,Critical (Low Quality + Low Maturity),Low Quality,High Risk,True,Low Impact,13.917234669913142,Very High (€1M+),False,False,True,False,Very High Cost (>€150k),6.25001129101461,Moderate ROI (3–10x),2024-03,Critical,Severe Issues,High
98,HR,Recruiting_ATS,Employees,Phone,HR Director,HR Analytics,Sensitive,No,93.1,90.8,Yes,No,Yes,GDPR,2,Yes,Read,Non-Compliant,E,Belgium,50.8503,4.3517,2025-02-24,92.8,3,76.2,8,7,315,5,407382,73329,High Maturity,False,False,Healthy,High Quality,High Risk,True,Medium Impact,12.917509053872784,Medium (€100k–€500k),True,False,False,False,High Cost (€50k–€150k),5.55553737266293,Moderate ROI (3–10x),2025-02,Aging,Severe Issues,High
